Name,GPU_Brand,GPU_Chipset,Model,Memory_Size,Memory_Type,Base_Clock,Boost_Clock,TDP,Interface,Length,Cooling_Type,Power_Connectors,SLI_Support,CrossFire_Support,DisplayPort,HDMI,G-SYNC_Support,FreeSync_Support,Expansion_Slots,Seller_Product_URL,Price
Gigabyte GeForce RTX 4080 SUPER AERO OC 16G4th / 101,NVIDIA,GeForce RTX 4080 SUPER,GV-N408SAERO OC-16GD,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,342.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6573355&u=https%3A%2F%2Fwww.bestbuy.com%2Fsite%2Fgigabyte-nvidia-geforce-rtx-4080-super-aero-oc-16gb-gddr6x-pci-express-4-0-graphics-card-white%2F6573355.p%3FskuId%3D6573355&intsrc=CATF_21610,1034.99
Gigabyte GeForce RTX 4080 SUPER AERO OC 16G4th / 101,NVIDIA,GeForce RTX 4080 SUPER,GV-N408SAERO OC-16GD,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,342.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932670%26ignorebbr%3d1,1119.99
Gigabyte GeForce RTX 4080 SUPER AERO OC 16G4th / 101,NVIDIA,GeForce RTX 4080 SUPER,GV-N408SAERO OC-16GD,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,342.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1805073-REG/gigabyte_gv_n408saero_oc_16gd_geforce_rtx_4080_super.html/BI/21936/KBID/28297,1179.99
Gigabyte GeForce RTX 4080 SUPER GAMING OC 16G4th / 101,NVIDIA,GeForce RTX 4080 SUPER,GV-N408SGAMING OC-16GD,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,342.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932671%26ignorebbr%3d1,1069.99
Gigabyte GeForce RTX 4080 SUPER GAMING OC 16G4th / 101,NVIDIA,GeForce RTX 4080 SUPER,GV-N408SGAMING OC-16GD,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,342.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6572361&u=https%3A%2F%2Fwww.bestbuy.com%2Fsite%2Fgigabyte-nvidia-geforce-rtx-4080-super-gaming-oc-16gb-gddr6x-pci-express-4-0-graphics-card-black%2F6572361.p%3FskuId%3D6572361&intsrc=CATF_21610,1099.99
Gigabyte GeForce RTX 4080 SUPER GAMING OC 16G4th / 101,NVIDIA,GeForce RTX 4080 SUPER,GV-N408SGAMING OC-16GD,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,342.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1805075-REG/gigabyte_gv_n408sgaming_oc_16gd_geforce_rtx_4080_super.html/BI/21936/KBID/28297,1129.99
GIGABYTE GeForce RTX 4080 SUPER WINDFORCE V2 16G4th / 101,NVIDIA,GeForce RTX 4080 SUPER,GV-N408SWF3V2-16GD,16.0,GDDR6X,2210.0,2550.0,320.0,PCIe x16,330.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0CSK2GHR8?tag=pangoly0b-20,1597.77
Gigabyte GeForce RTX 5050 GAMING OC53rd / 101,NVIDIA,GeForce RTX 5050,GV-N5050GAMING OC-8GD,8.0,GDDR6,2317.0,2632.0,130.0,PCIe x16,280.0,3 Fans,18.0,No,No,2.0,2.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932815%26ignorebbr%3d1,269.99
Gigabyte GeForce RTX 5050 GAMING OC53rd / 101,NVIDIA,GeForce RTX 5050,GV-N5050GAMING OC-8GD,8.0,GDDR6,2317.0,2632.0,130.0,PCIe x16,280.0,3 Fans,18.0,No,No,2.0,2.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638851&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5050-gaming-oc-8gb-gddr6-pci-express-5-0-graphics-card-black%2FJ3ZW9X7YLH&intsrc=CATF_21610,269.99
Gigabyte GeForce RTX 5050 GAMING OC53rd / 101,NVIDIA,GeForce RTX 5050,GV-N5050GAMING OC-8GD,8.0,GDDR6,2317.0,2632.0,130.0,PCIe x16,280.0,3 Fans,18.0,No,No,2.0,2.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1905412-REG/gigabyte_gv_n5050gaming_oc_8gd_geforce_rtx_5050_gaming.html/BI/21936/KBID/28297,269.99
Gigabyte GeForce RTX 5050 OC Low Profile53rd / 101,NVIDIA,GeForce RTX 5050,GV-N5050OC-8GL,8.0,GDDR6,2317.0,2587.0,130.0,PCIe x16,182.0,2 Fans,18.0,No,No,2.0,2.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932817%26ignorebbr%3d1,249.99
Gigabyte GeForce RTX 5050 OC Low Profile53rd / 101,NVIDIA,GeForce RTX 5050,GV-N5050OC-8GL,8.0,GDDR6,2317.0,2587.0,130.0,PCIe x16,182.0,2 Fans,18.0,No,No,2.0,2.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638852&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5050-oc-low-profile-8gb-gddr6-pci-express-5-0-graphics-card-with-up-to-4-display-support-black%2FJ3ZW9X7YGW&intsrc=CATF_21610,259.99
Gigabyte GeForce RTX 5050 WINDFORCE OC53rd / 101,NVIDIA,GeForce RTX 5050,GV-N5050WF2OC-8GD,8.0,GDDR6,2317.0,2587.0,130.0,PCIe x16,199.0,3 Fans,18.0,No,No,2.0,2.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932816%26ignorebbr%3d1,249.99
Gigabyte GeForce RTX 5050 WINDFORCE OC53rd / 101,NVIDIA,GeForce RTX 5050,GV-N5050WF2OC-8GD,8.0,GDDR6,2317.0,2587.0,130.0,PCIe x16,199.0,3 Fans,18.0,No,No,2.0,2.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638853&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5050-windforce-oc-8gb-gddr6-pci-express-5-0-graphics-card-black%2FJ3ZW9X7YLY&intsrc=CATF_21610,249.99
Gigabyte GeForce RTX 5060 AERO OC33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060AERO OC-8GD,8.0,GDDR7,2280.0,2595.0,145.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932799%26ignorebbr%3d1,319.99
Gigabyte GeForce RTX 5060 AERO OC33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060AERO OC-8GD,8.0,GDDR7,2280.0,2595.0,145.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F8MH9LG2?tag=pangoly0b-20,319.99
Gigabyte GeForce RTX 5060 AERO OC33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060AERO OC-8GD,8.0,GDDR7,2280.0,2595.0,145.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1895209-REG/gigabyte_gv_n5060aero_oc_8gd_geforce_rtx_5060_aero.html/BI/21936/KBID/28297,319.99
Gigabyte GeForce RTX 5060 AERO OC33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060AERO OC-8GD,8.0,GDDR7,2280.0,2595.0,145.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6632707&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5060-aero-oc-8g-graphics-card-8gb-128-bit-gddr7-pcie-5-0-windforce-cooling-system-white%2FJ3ZW9X78CG&intsrc=CATF_21610,319.99
Gigabyte GeForce RTX 5060 EAGLE OC33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060EAGLE OC-8GD,8.0,GDDR7,2280.0,2550.0,145.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932803%26ignorebbr%3d1,329.99
Gigabyte GeForce RTX 5060 EAGLE OC33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060EAGLE OC-8GD,8.0,GDDR7,2280.0,2550.0,145.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F8LGYLD5?tag=pangoly0b-20,329.99
Gigabyte GeForce RTX 5060 EAGLE OC33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060EAGLE OC-8GD,8.0,GDDR7,2280.0,2550.0,145.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1895211-REG/gigabyte_gv_n5060eagle_oc_8gd_geforce_rtx_5060_eagle.html/BI/21936/KBID/28297,329.99
Gigabyte GeForce RTX 5060 EAGLE OC33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060EAGLE OC-8GD,8.0,GDDR7,2280.0,2550.0,145.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6632709&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5060-eagle-oc-8g-graphics-card-8gb-128-bit-gddr7-pcie-5-0-windforce-cooling-system-black%2FJ3ZW9X7823&intsrc=CATF_21610,329.99
Gigabyte GeForce RTX 5060 EAGLE OC ICE33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060EAGLEOC ICE-8GD,8.0,GDDR7,2280.0,2550.0,145.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932802%26ignorebbr%3d1,329.99
Gigabyte GeForce RTX 5060 EAGLE OC ICE33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060EAGLEOC ICE-8GD,8.0,GDDR7,2280.0,2550.0,145.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6632710&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5060-eagle-oc-ice-8g-graphics-card-8gb-128-bit-gddr7-pcie-5-0-windforce-cooling-system-white%2FJ3ZW9X7829&intsrc=CATF_21610,329.99
Gigabyte GeForce RTX 5060 EAGLE OC ICE33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060EAGLEOC ICE-8GD,8.0,GDDR7,2280.0,2550.0,145.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F8LXRZ1Y?tag=pangoly0b-20,329.99
GIGABYTE GeForce RTX 5060 GAMING OC 8G33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060GAMING OC-8GD,8.0,GDDR7,2280.0,2595.0,145.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6632706&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5060-gaming-oc-8g-graphics-card-8gb-128-bit-gddr7-pcie-5-0-windforce-cooling-system-black%2FJ3ZW9X78C7&intsrc=CATF_21610,314.99
GIGABYTE GeForce RTX 5060 GAMING OC 8G33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060GAMING OC-8GD,8.0,GDDR7,2280.0,2595.0,145.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932800%26ignorebbr%3d1,314.99
GIGABYTE GeForce RTX 5060 GAMING OC 8G33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060GAMING OC-8GD,8.0,GDDR7,2280.0,2595.0,145.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F8L759L4?tag=pangoly0b-20,314.99
GIGABYTE GeForce RTX 5060 GAMING OC 8G33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060GAMING OC-8GD,8.0,GDDR7,2280.0,2595.0,145.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1895213-REG/gigabyte_gv_n5060gaming_oc_8gd_geforce_rtx_5060_gaming.html/BI/21936/KBID/28297,314.99
Gigabyte GeForce RTX 5060 OC Low Profile33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060OC-8GL,8.0,GDDR7,2280.0,2512.0,145.0,PCIe x16,182.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932801%26ignorebbr%3d1,339.99
Gigabyte GeForce RTX 5060 OC Low Profile33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060OC-8GL,8.0,GDDR7,2280.0,2512.0,145.0,PCIe x16,182.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6632704&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5060-oc-low-profile-8g-graphics-card-8gb-128-bit-gddr7-pcie-5-0-supports-up-to-4-displays-black%2FJ3ZW9X78CV&intsrc=CATF_21610,339.99
Gigabyte GeForce RTX 5060 OC Low Profile33rd / 101,NVIDIA,GeForce RTX 5060,GV-N5060OC-8GL,8.0,GDDR7,2280.0,2512.0,145.0,PCIe x16,182.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F8LNS15L?tag=pangoly0b-20,339.99
GIGABYTE GeForce RTX 5060 Ti AERO OC 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TAERO OC-16GD,16.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932786%26ignorebbr%3d1,489.99
GIGABYTE GeForce RTX 5060 Ti AERO OC 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TAERO OC-16GD,16.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F5BCCKY6?tag=pangoly0b-20,489.99
GIGABYTE GeForce RTX 5060 Ti AERO OC 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TAERO OC-16GD,16.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6629359&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-nvidia-geforce-rtx-5060-ti-aero-oc-16g-gddr7-pci-express-5-0-graphics-card-white%2FJ3ZW9X725P&intsrc=CATF_21610,489.99
GIGABYTE GeForce RTX 5060 Ti AERO OC 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TAERO OC-8GD,8.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6629360&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-nvidia-geforce-rtx-5060-ti-aero-oc-8g-gddr7-pci-express-5-0-graphics-card-white%2FJ3ZW9X72FC&intsrc=CATF_21610,429.99
GIGABYTE GeForce RTX 5060 Ti AERO OC 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TAERO OC-8GD,8.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1892377-REG/gigabyte_gv_n506taero_oc_8gd_geforce_rtx_5060_ti.html/BI/21936/KBID/28297,429.99
GIGABYTE GeForce RTX 5060 Ti AERO OC 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TAERO OC-8GD,8.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932792%26ignorebbr%3d1,429.99
GIGABYTE GeForce RTX 5060 Ti EAGLE OC 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TEAGLE OC-16GD,16.0,GDDR7,2410.0,2617.0,180.0,PCIe x16,215.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932789%26ignorebbr%3d1,459.99
GIGABYTE GeForce RTX 5060 Ti EAGLE OC 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TEAGLE OC-8GD,8.0,GDDR7,2410.0,2617.0,180.0,PCIe x16,215.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F4Z6ZDWF?tag=pangoly0b-20,552.88
GIGABYTE GeForce RTX 5060 Ti EAGLE OC ICE 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TEAGLEOC ICE-16GD,16.0,GDDR7,2410.0,2617.0,180.0,PCIe x16,215.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932788%26ignorebbr%3d1,459.99
GIGABYTE GeForce RTX 5060 Ti EAGLE OC ICE 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TEAGLEOC ICE-16GD,16.0,GDDR7,2410.0,2617.0,180.0,PCIe x16,215.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F5B74L9N?tag=pangoly0b-20,459.99
GIGABYTE GeForce RTX 5060 Ti EAGLE OC ICE 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TEAGLEOC ICE-8GD,8.0,GDDR7,2410.0,2617.0,180.0,PCIe x16,215.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F5B982ZF?tag=pangoly0b-20,843.61
GIGABYTE GeForce RTX 5060 Ti GAMING OC 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TGAMING OC-16GD,16.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F5BD1X83?tag=pangoly0b-20,469.99
GIGABYTE GeForce RTX 5060 Ti GAMING OC 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TGAMING OC-16GD,16.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932787%26ignorebbr%3d1,469.99
GIGABYTE GeForce RTX 5060 Ti GAMING OC 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TGAMING OC-8GD,8.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932793%26ignorebbr%3d1,409.99
GIGABYTE GeForce RTX 5060 Ti GAMING OC 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TGAMING OC-8GD,8.0,GDDR7,2410.0,2647.0,180.0,PCIe x16,281.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6629364&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-nvidia-geforce-rtx-5060-ti-gaming-oc-8g-gddr7-pci-express-5-0-graphics-card-black%2FJ3ZW9X7245&intsrc=CATF_21610,409.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 16G24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TWF2-16GD,16.0,GDDR7,2410.0,2572.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932791%26ignorebbr%3d1,429.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 16G24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TWF2-16GD,16.0,GDDR7,2410.0,2572.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6629370&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-nvidia-geforce-rtx-5060-ti-windforce-16g-gddr7-pci-express-5-0-graphics-card-black%2FJ3ZW9X73CG&intsrc=CATF_21610,429.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 16G24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TWF2-16GD,16.0,GDDR7,2410.0,2572.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F5BB8P3Q?tag=pangoly0b-20,429.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TWF2-8GD,8.0,GDDR7,2410.0,2572.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932797%26ignorebbr%3d1,369.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TWF2-8GD,8.0,GDDR7,2410.0,2572.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6629376&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-nvidia-geforce-rtx-5060-ti-windforce-8g-gddr7-pci-express-5-0-graphics-card-black%2FJ3ZW9X73XJ&intsrc=CATF_21610,369.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TWF2-8GD,8.0,GDDR7,2410.0,2572.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1892386-REG/gigabyte_gv_n506twf2_8gd_geforce_rtx_5060_ti.html/BI/21936/KBID/28297,369.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 8G29th / 101,NVIDIA,GeForce RTX 5060 Ti 8GB,GV-N506TWF2-8GD,8.0,GDDR7,2410.0,2572.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0F5B891DJ?tag=pangoly0b-20,369.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE OC 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TWF2OC-16GD,16.0,GDDR7,2410.0,2587.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932790%26ignorebbr%3d1,449.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE OC 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TWF2OC-16GD,16.0,GDDR7,2410.0,2587.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6629363&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-nvidia-geforce-rtx-5060-ti-windforce-oc-16g-gddr7-pci-express-5-0-graphics-card-black%2FJ3ZW9X72V5&intsrc=CATF_21610,449.99
GIGABYTE GeForce RTX 5060 Ti WINDFORCE OC 16GB24th / 101,NVIDIA,GeForce RTX 5060 Ti,GV-N506TWF2OC-16GD,16.0,GDDR7,2410.0,2587.0,180.0,PCIe x16,208.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1892387-REG/gigabyte_gv_n506twf2oc_16gd_geforce_rtx_5060_ti.html/BI/21936/KBID/28297,449.99
